Source,Target,Type,Label,Weight,source type,edge label,target type
Frau von Rênal,Zuschauerin,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Kleinstädterin,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Hausfrau,Undirected,,1,Figur,verkörpert,Rolle
Herr von Rênal,Grandseigneur,Undirected,,1,Figur,verkörpert,Rolle
Herr von Rênal,Ehegemahl,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Gebieterin,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Base,Undirected,,1,Figur,verkörpert,Rolle
Julian,Neunzehnjähriger,Undirected,,1,Figur,verkörpert,Rolle
Julian,König,Undirected,,1,Figur,verkörpert,Rolle
Valenod,0,Undirected,,1,Figur,verkörpert,Rolle
