Source,Target,Type,Label,Weight,source type,target type,gender
Chüeri Syfrig,Eidgenossen,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Opfer,Undirected,,1,Figur,Genderrolle,Genderneutral
Chüeri Syfrig,Bauernkinder,Undirected,,1,Figur,Genderrolle,Genderneutral
Chüeri Syfrig,Musterbilde,Undirected,,1,Figur,Genderrolle,Genderneutral
Chüeri Syfrig,Haustyrannen,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Erzpolitiker,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Vaterlandsfreunde,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Handwerksmeister,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Freunden,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Freiheitliebenden,Undirected,,1,Figur,Genderrolle,Genderneutral
Chüeri Syfrig,Aufrechten,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Festen,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Männer,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Pflugmacher,Undirected,,1,Figur,Genderrolle,Mann
Chüeri Syfrig,Siebenmännergesellschaft,Undirected,,1,Figur,Genderrolle,Genderneutral
Chüeri Syfrig,Mehrheit,Undirected,,1,Figur,Genderrolle,Genderneutral
